time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
7.9,0.2358,0.3143,0.1427,0.418
7.92,0.4968,0.4135,0.2995,0.712
7.94,0.7922,0.1861,0.5319,0.972
7.96,0.4649,0.1106,0.5709,0.745
7.98,-0.6225,-0.4105,0.1328,0.757
8.0,-0.6276,-1.2565,-0.6396,1.543
8.02,1.878,-1.2162,-0.7974,2.375
8.04,4.0192,0.9959,0.0363,4.141
8.06,3.2762,2.5067,-0.106,4.127
8.08,0.8199,0.7717,-1.3766,1.778
8.1,-0.0663,-0.9698,-0.7833,1.248
8.12,-0.7596,-1.0195,-0.8302,1.518
8.14,-0.5787,0.4075,-1.7804,1.916
8.16,0.5689,1.1999,-2.5197,2.848
8.18,2.1982,0.6025,-2.2989,3.237
8.2,3.2425,-0.1725,-2.3841,4.028
8.22,2.9416,0.061,-1.5888,3.344
8.24,2.1899,0.6725,-0.5602,2.358
8.26,0.7593,0.7857,0.0932,1.097
8.28,-0.1894,0.1075,0.5748,0.615
8.3,-0.6499,-0.3591,0.3989,0.843
8.32,-0.8435,-0.2677,-0.007,0.885
8.34,-1.0808,0.2095,-0.2824,1.137
8.36,-0.7611,0.4391,-0.1647,0.894
8.38,-0.2343,0.4192,0.4601,0.665
8.4,-0.2979,0.0441,0.7726,0.829
8.42,-0.4695,-0.8355,0.8815,1.302
8.44,-0.8072,-1.5339,0.8019,1.91
8.46,-1.0963,-1.5964,0.8871,2.13
8.48,-1.6652,-1.1866,1.2389,2.391
8.5,-2.3845,-0.568,1.5561,2.903
8.52,-3.0567,-0.1614,1.4953,3.407
8.54,-3.4188,0.0678,1.0701,3.583
8.56,-2.3047,0.1225,-0.0854,2.309
8.58,-0.4036,0.5261,-0.3165,0.735
8.6,0.0612,0.8961,0.2123,0.923
8.62,-0.085,0.7074,0.9647,1.199
8.64,-0.0943,0.1485,0.9702,0.986
8.66,0.107,-0.0641,0.7187,0.729
8.68,0.0137,0.178,0.5165,0.546
8.7,0.278,0.0546,0.7066,0.761
8.72,0.4,-0.1206,0.6953,0.811
8.74,0.2905,-0.1708,0.6477,0.73
8.76,0.3551,-0.1806,0.5011,0.64
8.78,1.3836,-0.1909,0.1176,1.402
8.8,2.4819,-0.3719,0.1062,2.512
8.82,0.7354,-0.7702,-2.2718,2.509
8.84,1.273,0.9557,-2.1805,2.7
8.86,2.3662,1.1179,-3.392,4.284
8.88,4.1733,0.2852,-0.5542,4.22
8.9,2.5655,-1.2765,-0.9716,3.026
8.92,1.2073,-1.9206,-0.9198,2.448
